surface	result	count	source	certainty	note
gewissermassen	gewissermaßen	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
festhangen	festhängen	1	cab	cab	
Rednerey	Rednerei	1	hegel1+cab	sure	
beyzugesellen	beizugesellen	1	cab	cab	
Gegentheile	Gegenteile	1	hegel1+cab	sure	
darthun	dartun	1	hegel1+cab	sure	
entäusserte	entäußerte	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
eilf	elf	1	cab	cab	
baaren	baren	1	cab	cab	
reducirten	reduzierten	1	hegel1+cab	sure	
subtrahirt	subtrahiert	1	cab	cab	
Subtrahirens	Subtrahierens	1	cab	cab	
Ponirtseyn	Poniertsein	1	cab	cab	
aufschliessenden	aufschließenden	1	cab	cab	ß beibehalten (Langvokal angenommen)
Unmannichfaltiges	Unmannigfaltiges	1	cab	cab	
Schooß	Schoß	1	cab	cab	ß beibehalten (Langvokal angenommen)
Grundvorurtheile	Grundvorurteile	1	cab	cab	
überzugreiffen	überzugreifen	1	cab	cab	
Theilbestimmungen	Teilbestimmungen	1	cab	cab	
rükschlagende	Rückschlagende	1	cab	cab	
thätiges	tätiges	1	hegel1+cab	sure	
materialisiren	materialisieren	1	cab	cab	
zweyseitig	zweiseitig	1	cab	cab	
Dieß	Dies	1	cab	cab	
Thätige	Tätige	1	hegel1+cab	sure	
zulezt	zuletzt	1	cab	cab	
Tavtologieen	Tautologien	1	cab	cab	
Krystallisationsform	Kristallisationsform	1	cab	cab	
Krystallisation	Kristallisation	1	cab	cab	
tavtologisches	tautologisches	1	cab	cab	
abgeschmakt	abgeschmackt	1	cab	cab	
sanctionirt	sanktioniert	1	hegel1+cab	sure	
einzustudiren	einzustudieren	1	cab	cab	
Mistrauen	Misstrauen	1	cab	cab	
Ungewißheit	Ungewissheit	1	hegel1	sure	
verrathen	verraten	1	hegel1+cab	sure	
Daseynsbestimmungen	Daseinsbestimmungen	1	cab	cab	
geniessen	genießen	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
Geständniß	Geständnis	1	hegel1+cab	sure	
Projectil	Projektil	1	cab	cab	
Thür	Tür	1	cab	cab	
Thor	Tor	1	cab	cab	
aufgethan	aufgetan	1	hegel1+cab	sure	
Raisonnement	Räsonnement	1	cab	cab	
entäussernde	entäußernde	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
entäussertes	entäußertes	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
Ausserwesentlichem	Außerwesentlichem	1	cab	cab	ß beibehalten (Langvokal angenommen)
zurükgeblieben	zurückgeblieben	1	cab	cab	
Geschmak	Geschmack	1	cab	cab	
übersezt	übersetzt	1	cab	cab	
Stükchen	Stückchen	1	cab	cab	
Geschmaks	Geschmacks	1	cab	cab	
Mengenverhältniß	Mengenverhältnis	1	cab	cab	
Punctualität	Punktualität	1	hegel1+cab	sure	
Durchdrungenseyn	Durchdrungensein	1	cab	cab	
athmosphärischen	atmosphärischen	1	cab	cab	
athmosphärischer	atmosphärischer	1	cab	cab	
cultivire	kultiviere	1	cab	cab	
Unthätigkeit	Untätigkeit	1	hegel1+cab	sure	
Zurükgehens	Zurückgehens	1	cab	cab	
sichseyendes	sichseiendes	1	mech	mech	
Nähmlich	Nämlich	1	cab	cab	
Unglük	Unglück	1	cab	cab	
getheiltem	geteiltem	1	cab	cab	
Zusammengeflossenseyn	Zusammengeflossensein	1	cab	cab	
zusammengerükt	zusammengerückt	1	cab	cab	
eingedrükt	eingedrückt	1	cab	cab	
äusserndes	äußerndes	1	cab	cab	ß beibehalten (Langvokal angenommen)
äussernde	äußernde	1	cab	cab	ß beibehalten (Langvokal angenommen)
äussernd	äußernd	1	cab	cab	ß beibehalten (Langvokal angenommen)
sollicitirenden	sollizitierenden	1	hegel1+cab	sure	
Anstosse	Anstoße	1	cab	cab	ß beibehalten (Langvokal angenommen)
sollicitiren	sollizitieren	1	hegel1+cab	sure	
reagirende	reagierende	1	cab	cab	
Sollicitiren	Sollizitieren	1	cab	cab	
zurükgenommen	zurückgenommen	1	cab	cab	
Uebergegangenes	Übergegangenes	1	cab	cab	
Innwohnen	Innewohnen	1	cab	cab	
zurükkehrt	zurückkehrt	1	cab	cab	
gleichseyende	gleichseiende	1	mech	mech	
Manifestiren	Manifestieren	1	cab	cab	
negirender	negierender	1	cab	cab	
Leibnizischen	Leibnizschen	1	cab	cab	
Offenbahren	Offenbaren	1	cab	cab	
Actionen	Aktionen	1	cab	cab	
Cohärenz	Kohärenz	1	cab	cab	
zurükgehen	zurückgehen	1	cab	cab	
Maal	Mal	1	cab	cab	
aufdrükte	aufdrückte	1	cab	cab	
widerstandloses	widerstandsloses	1	cab	cab	
Sollicitation	Sollizitation	1	cab	cab	
Accidentelles	Akzidentelles	1	cab	cab	
Subsistiren	Subsistieren	1	cab	cab	
adjectives	Adjektives	1	cab	cab	
Thätigen	Tätigen	1	cab	cab	
gestossenen	gestoßenen	1	cab	cab	ß beibehalten (Langvokal angenommen)
mittheilte	mitteilte	1	cab	cab	
Beywesen	Beiwesen	1	cab	cab	
Gemähldes	Gemäldes	1	cab	cab	
verstekt	versteckt	1	cab	cab	
jonische	ionische	1	cab	cab	
Clima	Klima	1	cab	cab	
Ehrgeitz	Ehrgeiz	1	cab	cab	
Mahlerey	Mahlerei	1	mech	mech	
Stengel	Stängel	1	cab	cab	
erstrekt	erstreckt	1	cab	cab	
verhältnißlos	verhältnislos	1	cab	cab	
zurükzukehren	zurückzukehren	1	cab	cab	
inhärirte	inhärierte	1	cab	cab	
anzuthun	anzutun	1	hegel1+cab	sure	
rükwirkende	rückwirkende	1	cab	cab	
erwekt	erweckt	1	cab	cab	
Activen	Aktiven	1	cab	cab	
Beurtheiler	Beurteiler	1	cab	cab	
entschliessen	entschließen	1	cab	cab	ß beibehalten (Langvokal angenommen)
werthgeachtetem	wertgeachtetem	1	cab	cab	
Vorraths	Vorrats	1	cab	cab	
abgethanes	abgetanes	1	cab	cab	
ungetheilten	ungeteilten	1	hegel1+cab	sure	
Erkenntnißbestimmungen	Erkenntnisbestimmungen	1	cab	cab	
manifestirtes	Manifestiertes	1	cab	cab	
activer	aktiver	1	cab	cab	
nothwendiger	notwendiger	1	hegel1+cab	sure	
angreiffen	angreifen	1	cab	cab	
Innhalt	Inhalt	1	hegel1+cab	sure	
deducirte	deduzierte	1	cab	cab	
häuffen	häufen	1	cab	cab	
scientifischen	szientifischen	1	cab	cab	
geläuffiges	geläufiges	1	cab	cab	
Categorie	Kategorie	1	cab	cab	
Stuffenleiter	Stufenleiter	1	cab	cab	
Actus	Aktus	1	cab	cab	
nöthige	nötige	1	hegel1+cab	sure	
wegläst	weglässt	1	cab	cab	
vortreflicher	vortrefflicher	1	cab	cab	
constitutives	Konstitutives	1	cab	cab	
aufschliessen	aufschließen	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
grossem	großem	1	cab	cab	ß beibehalten (Langvokal angenommen)
Vernunfterkenntniß	Vernunfterkenntnis	1	cab	cab	
Freyen	Freien	1	cab	cab	
reflektirende	reflektierende	1	cab	cab	
prädiciren	prädizieren	1	cab	cab	
Gemeyntes	Gemeintes	1	hegel1+cab	sure	
beybehaltenen	beibehaltenen	1	cab	cab	
Beybehaltens	Beibehaltens	1	cab	cab	
Seeligkeit	Seligkeit	1	hegel1+cab	sure	
Abstractere	Abstraktere	1	cab	cab	
subordinirt	subordiniert	1	cab	cab	
freygegeben	freigegeben	1	cab	cab	
Hieher	Hierher	1	hegel1+cab	sure	
begränzte	begrenzte	1	cab	cab	
Reiffe	Reife	1	cab	cab	
zugreifft	zugreift	1	cab	cab	
überfliessenden	überfließenden	1	cab	cab	ß beibehalten (Langvokal angenommen)
Ueberflüssigkeiten	Überflüssigkeiten	1	cab	cab	
contradictorische	kontradiktorische	1	cab	cab	
subordinirte	subordinierte	1	cab	cab	
coordinirte	koordinierte	1	cab	cab	
Contrarietät	Kontrarietät	1	cab-korrigiert	sure	CAB Kontrarität verworfen
Coordination	Koordination	1	cab	cab	
Combiniren	Kombinieren	1	cab	cab	
liessen	ließen	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
todtliegendes	Totliegendes	1	cab	cab	
müssiger	müßiger	1	cab	cab	ß beibehalten (Langvokal angenommen)
Beywesens	Beiwesens	1	mech	mech	
Zusammengegangenseyn	Zusammengegangensein	1	cab	cab	
Beylegens	Beilegens	1	cab	cab	
Urtheilens	Urteilens	1	hegel1+cab	sure	
Zweiffel	Zweifel	1	cab	cab	
scheintodt	scheintot	1	cab	cab	
resultirte	resultierte	1	cab	cab	
continuirendes	kontinuierendes	1	cab	cab	
Rothe	Rote	1	cab	cab	
dreyeckigte	dreieckige	1	cab	cab	
farbigtes	farbiges	1	cab-korrigiert	sure	Kleinschreibung; CAB Großschreibung verworfen
Parthey	Partei	1	hegel1+cab	sure	
Reflexionsurtheilen	Reflexionsurteilen	1	cab	cab	
Continuitäten	Kontinuitäten	1	cab	cab	
accidentelles	akzidentelles	1	cab-korrigiert	sure	Kleinschreibung; CAB Großschreibung verworfen
comprehensiv	komprehensiv	1	cab	cab	
anticipirte	antizipierte	1	hegel1+cab	sure	
particularisirt	partikularisiert	1	hegel1+cab	sure	
vergrösserte	vergrößerte	1	hegel1	sure	ß beibehalten (Langvokal angenommen)
Uebereinkunft	Übereinkunft	1	hegel1+cab	sure	
verlauffende	verlaufende	1	cab	cab	
abgestossenen	abgestoßenen	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
sämmtlich	sämtlich	1	cab	cab	
Conträre	Konträre	1	cab	cab	
Contradictorische	Kontradiktorische	1	cab	cab	
Conträr	Konträr	1	cab	cab	
Räsonement	Räsonnement	1	cab	cab	
Vereinzelnte	Vereinzelte	1	cab	cab	
Begriffsurtheils	Begriffsurteils	1	cab	cab	
Uebersinnlichen	Übersinnlichen	1	hegel1+cab	sure	
Vermitteltseyn	Vermitteltsein	1	cab	cab	
Zweyseitigkeit	Zweiseitigkeit	1	cab	cab	
correspondirende	korrespondierende	1	cab	cab	
prädicirt	prädiziert	1	hegel1+cab	sure	
Cometen	Kometen	1	cab	cab	
Socialität	Sozialität	1	cab	cab	
Schluße	Schlusse	1	hegel1+cab	sure	
particulär	partikulär	1	cab	cab	
comprehensiven	komprehensiven	1	cab	cab	
müssigem	müßigem	1	cab	cab	ß beibehalten (Langvokal angenommen)
Eckel	Ekel	1	cab	cab	
meynte	meinte	1	hegel1+cab	sure	
studirt	studiert	1	cab	cab	
grösten	größten	1	cab	cab	ß beibehalten (Langvokal angenommen)
dreissig	dreißig	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
Papagey	Papagei	1	mech	mech	
Unwerth	Unwert	1	cab	cab	
inconsequenter	inkonsequenter	1	cab	cab	
contrastiren	kontrastieren	1	cab	cab	
comprehensivem	komprehensivem	1	cab	cab	
weitläuffige	weitläufige	1	cab	cab	
todtes	totes	1	hegel1+cab	sure	
verruffenen	verrufenen	1	cab	cab	
consequenteste	konsequenteste	1	cab	cab	
Verhältnißunterschiede	Verhältnisunterschiede	1	cab	cab	
Formirung	Formierung	1	hegel1+cab	sure	
concretem	konkretem	1	cab	cab	
Thiers	Tiers	1	cab	cab	
Aehnlichkeit	Ähnlichkeit	1	cab	cab	
zusammenschliessende	zusammenschließende	1	cab	cab	ß beibehalten (Langvokal angenommen)
zusammengefaßte	zusammengefasste	1	hegel1	sure	
durchlauffendes	durchlaufendes	1	cab	cab	
Zusammengefaßtseyn	Zusammengefasstsein	1	hegel1	sure	
foderndes	forderndes	1	cab	cab	
Formthätigkeit	Formtätigkeit	1	cab	cab	
Uebersetzens	Übersetzens	1	hegel1+cab	sure	
befreyten	befreiten	1	cab	cab	
Schattirungen	Schattierungen	1	hegel1+cab	sure	
Rechtthun	Rechttun	1	cab	cab	
Selbstthätigkeit	Selbsttätigkeit	1	hegel1+cab	sure	
abstossender	abstoßender	1	cab	cab	ß beibehalten (Langvokal angenommen)
aggregiren	aggregieren	1	cab	cab	
Athmosphäre	Atmosphäre	1	cab	cab	
mittheilungsfähig	mitteilungsfähig	1	cab	cab	
Mittheilbare	Mitteilbare	1	cab	cab	
Stosses	Stoßes	1	cab	cab	ß beibehalten (Langvokal angenommen)
unverhältnißmäßig	unverhältnismäßig	1	cab	cab	ß beibehalten (Langvokal angenommen)
freyhängendes	freihängendes	1	cab	cab	
Reitzmitteln	Reizmitteln	1	cab	cab	
consequente	konsequente	1	cab	cab	
Ueberwältigung	Überwältigung	1	cab	cab	
Capacität	Kapazität	1	cab	cab	
Thatlose	Tatlose	1	cab	cab	
entäusserten	entäußerten	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
stossend	stoßend	1	cab	cab	ß beibehalten (Langvokal angenommen)
Centralindividuum	Zentralindividuum	1	cab	cab	
Centralindividuen	Zentralindividuen	1	cab	cab	
bethätigen	betätigen	1	cab	cab	
Aggregirungen	Aggregierungen	1	cab	cab	
Objectes	Objektes	1	cab	cab	
objectivirten	objektivierten	1	cab	cab	
Objectivitäten	Objektivitäten	1	cab	cab	
Parthien	Partien	1	cab	cab	
Ingredientien	Ingredienzien	1	cab	cab	
differentiirenden	differenzierenden	1	cab	cab	
zutheilt	zuteilt	1	cab	cab	
objectivirt	objektiviert	1	cab	cab	
dirimirende	dirimierende	1	cab	cab	
realisirend	realisierend	1	cab	cab	
Unfreyheit	Unfreiheit	1	cab	cab	
Naturnothwendigkeit	Naturnotwendigkeit	1	hegel1+cab	sure	
Ueberschritt	Überschritt	1	cab	cab	
Spielerey	Spielerei	1	cab	cab	
eckelhaft	ekelhaft	1	cab	cab	
bemerkenswerth	bemerkenswert	1	cab	cab	
subsumire	subsumiere	1	cab	cab	
reflectirendes	reflektierendes	1	hegel1+cab	sure	
Erkenntnißvermögens	Erkenntnisvermögens	1	cab	cab	
geäussert	geäußert	1	hegel1+cab	sure	ß beibehalten (Langvokal angenommen)
ausserweltliche	außerweltliche	1	cab	cab	ß beibehalten (Langvokal angenommen)
Zusammenschliessende	Zusammenschließende	1	cab	cab	ß beibehalten (Langvokal angenommen)
ebendeßwegen	ebendeswegen	1	cab	cab	
Character	Charakter	1	cab	cab	
distinct	distinkt	1	cab	cab	
zusammenschliessenden	zusammenschließenden	1	cab	cab	ß beibehalten (Langvokal angenommen)
subsumirte	subsumierte	1	cab	cab	
hervorgethan	hervorgetan	1	cab	cab	
congruirender	kongruierender	1	cab	cab	
Beruffung	Berufung	1	hegel1+cab	sure	
Willkührliche	Willkürliche	1	cab	cab	
congruire	kongruiere	1	cab	cab	
Maasstab	Maßstab	1	cab	cab	ß beibehalten (Langvokal angenommen)
bewußte	bewusste	1	hegel1	sure	
Todte	Tote	1	hegel1+cab	sure	
Obiects	Objekts	1	cab	cab	
inhärirend	inhärierend	1	cab	cab	
Todtes	Totes	1	hegel1+cab	sure	
Producirende	Produzierende	1	cab	cab	
constituirten	konstituierten	1	cab	cab	
Eröfnung	Eröffnung	1	cab	cab	
Reproductionsproceß	Reproduktionsprozess	1	cab-korrigiert	sure	c→k + ß→ss
realisirter	realisierter	1	cab	cab	
transcendentales	transzendentales	1	cab	cab	
vermeynte	vermeinte	1	hegel1+cab	sure	
Ueberfliegendes	Überfliegendes	1	cab	cab	
innwohnt	innewohnt	1	cab	cab	
theilhaftig	teilhaftig	1	cab	cab	
Ansichseyenden	Ansichseienden	1	hegel1	sure	
Aussenwelt	Außenwelt	1	cab	cab	ß beibehalten (Langvokal angenommen)
Schaale	Schale	1	hegel1+cab	sure	
beträffe	beträfe	1	cab	cab	
Analysirens	Analysierens	1	cab	cab	
Verhältnißbegriffe	Verhältnisbegriffe	1	cab	cab	
producirenden	produzierenden	1	cab	cab	
Erkenntnißweise	Erkenntnisweise	1	cab	cab	
Begränzen	Begrenzen	1	cab-korrigiert	sure	substantivierter Infinitiv, groß
gelößt	gelöst	1	cab	cab	
addire	addiere	1	cab	cab	
Decimalzahlen	Dezimalzahlen	1	cab	cab	
beweißt	beweist	1	hegel1+cab	sure	
Definiren	Definieren	1	cab	cab	
distinctive	distinktive	1	cab	cab	
Nothbehelfe	Notbehelfe	1	cab	cab	
charakterisirendes	charakterisierendes	1	cab	cab	
Begriffsurtheil	Begriffsurteil	1	cab	cab	
definirende	definierende	1	cab	cab	
Thiergattung	Tiergattung	1	cab	cab	
obliterirt	obliteriert	1	cab	cab	
Erkenntnißgemäßer	Erkenntnisgemäßer	1	cab	cab	ß beibehalten (Langvokal angenommen)
Abstractem	Abstraktem	1	cab	cab	
Concretem	Konkretem	1	cab	cab	
Spectrum	Spektrum	1	cab	cab	
Eintheilungsgeschäft	Einteilungsgeschäft	1	cab	cab	
Eintheilungsglied	Einteilungsglied	1	cab	cab	
Instincte	Instinkte	1	hegel1+cab	sure	
weitdurchgreiffender	weitdurchgreifender	1	cab	cab	
Befruchtungstheile	Befruchtungsteile	1	cab	cab	
demonstrirt	demonstriert	1	cab	cab	
deducirt	deduziert	1	cab	cab	
Representant	Repräsentant	1	cab	cab	
einschliessen	einschließen	1	cab	cab	ß beibehalten (Langvokal angenommen)
Herbeyschaffung	Herbeischaffung	1	cab	cab	
dirigirtes	Dirigiertes	1	cab	cab	
Figuriren	Figurieren	1	cab	cab	
analysiren	analysieren	1	cab	cab	
Contrast	Kontrast	1	hegel1+cab	sure	
Ueberzuge	Überzuge	1	cab	cab	
Credit	Kredit	1	cab	cab	
Demonstrirens	Demonstrierens	1	cab	cab	
demonstriren	demonstrieren	1	cab	cab	
Jacobischen	Jakobischen	1	cab	cab	
Willkührliches	Willkürliches	1	cab	cab	
mehrerley	mehrerlei	1	cab	cab	
postulirt	postuliert	1	hegel1+cab	sure	
Verwirklichtseyn	Verwirklichtsein	1	cab	cab	
reproducirt	reproduziert	1	cab	cab	
wahrhaftseyende	wahrhaftseiende	1	cab-korrigiert	sure	CAB seiernde verworfen
beruffen	berufen	1	hegel1+cab	sure	
begreiffendes	begreifendes	1	hegel1+cab	sure	
Vorwartsgehen	Vorwärtsgehen	1	cab	cab	
foderte	forderte	1	cab	cab	
greiffen	greifen	1	hegel1+cab	sure	
Laërtius	Laertius	1	cab	cab	
Thales	Tales	1	cab	cab	
Alterthume	Altertume	1	cab	cab	
solchermassen	solchermaßen	1	cab	cab	ß beibehalten (Langvokal angenommen)
geräth	gerät	1	hegel1+cab	sure	
Grundvorurtheil	Grundvorurteil	1	cab	cab	
objectivste	objektivste	1	cab	cab	
Freyes	Freies	1	cab	cab	
Verlauffe	Verlaufe	1	hegel1+cab	sure	
Construirens	Konstruierens	1	cab	cab	
Schaalheit	Schalheit	1	cab	cab	
ruckwarts	rückwärts	1	cab	cab	
vorwarts	vorwärts	1	cab	cab	
Reichthume	Reichtume	1	hegel1+cab	sure	
Subjectivste	Subjektivste	1	cab	cab	
vorwartsgehende	vorwärtsgehende	1	cab	cab	
deprecirt	depreziert	1	cab	cab	
protestiren	protestieren	1	cab	cab	
Anmassungen	Anmaßungen	1	cab	cab	ß beibehalten (Langvokal angenommen)
Gewordenseyn	Gewordensein	1	hegel1+cab	sure	
